"name","price","Bedrooms","baths","space","details","time"
"فيلا للبيع في شارع الدهناء ، حي الملقا ، الرياض ، الرياض","2,800,000 ريال","5","5","450 م²","فيلا للبيع في شارع الدهناء ، حي الملقا ، الرياض ، الرياضقبل 50 دقيقة2,800,000 ريال450 م²5 5 للبيع عدد٢ فيلا حي الملقا
المساحه ٤٥٠متر شارع 15
الموصفات مدخل سياره وغرفة سائق
ملحق خارجي مجلس ومقلط
وصاله ومجلس نساء
ومصعد  وتكييف مخفي ارضيات رخام 
الدور الأول ٥غرف نوم وصالة
السطح غرفه وجلسه
السعر علي ٢مليون ٩٠٠
يوجد ضمانات على الفيلا   حي الملقا - الرياض","قبل 50 دقيقة"
"فيلا للبيع في حي الياسمين ، الرياض ، الرياض","2,500,000 ريال","4","4","300 م²","فيلا للبيع في حي الياسمين ، الرياض ، الرياضقبل ساعتين2,500,000 ريال300 م²4 4 للبيع مشروع ١٤ فيلا
درج صاله فقط 
في حي الياسمين
مربع ١٠
شغل مودرن تشطيبات فاخرة
مساحات مختلفه
تبدأ من ٣٠٠م الا ٣٤٠م
شارع ١٥ شمالي
المواصفات لكل الفيلا 
مدخل سياره غرف حارس مجلس رجال ومجلس نساء ومطبخ ومصعد ومسبح شلال
استقبال كامل 
وقبو لا جميع الفيلا...   حي الياسمين - الرياض","قبل ساعتين"
"فيلا للبيع في شارع عبدالعزيز الشعيبي ، حي الوادي ، الرياض ، الرياض","2,200,000 ريال","5","4","520 م²","فيلا للبيع في شارع عبدالعزيز الشعيبي ، حي الوادي ، الرياض ، الرياضقبل ساعة2,200,000 ريال520 م²4 5 للبيع فيلا بحي الوادي دور وثلاث شقق مساحة ٥٢٠م 
الدور الارضي 
مدخل سيارة وغرفة سائق وملحق خارجي ومجلس ومقلط وصاله ومشب ومطبخ 
و٤غرف نوم 
مكيفات راكبة 
مدخل خاص للشقق 
كل شقة تتكون من مجلس وصاله ومطبخ راكب وغرفتين نوم و٣دورات مياه 
شارع ١٢جنوب 
مستخدم...   حي الوادي - الرياض","قبل ساعة"
"فيلا للبيع في حي الياسمين ، الرياض ، الرياض","2,200,000 ريال","3","5","362 م²","فيلا للبيع في حي الياسمين ، الرياض ، الرياضقبل 3 ساعة2,200,000 ريال362 م²5 3 للبيع فيلتين تصميم مودرن درج صاله مع شقتين حي الياسمين مساحة كل فيلا ٣٦٢م
مواصفات الفيلا
الدور الأرضي مدخل سياره وغرفه سائق
و مجلس وصالة طعام ومجلس نساء مفتوح علي الصاله وغرفه كبار السن ومطبخ
الدور العلوي ٣ غرف نوم وصاله
السطح غرفه وغرفه خادمه وغسيل
...   حي الياسمين - الرياض","قبل 3 ساعة"
"فيلا للبيع في حي الياسمين ، الرياض ، الرياض","2,000,000 ريال","4","5","360 م²","فيلا للبيع في حي الياسمين ، الرياض ، الرياضقبل 3 ساعة2,000,000 ريال360 م²5 4 للبيع فيلا درج صالة مع شقة في حي الياسمين مربع ٢٦ عمرها سنتين لم تسكن 
مساحة ٣٦٠ متر 
شارع ١٥ جنوبي 
الدور الارضي
مدخل سيارة غرفة سائق مجلس رجال صالة مطبخ راكب مكيفات ومطبخ 
الدور العلوي ٤ اجنحة 
السطح شقة 
٣ غرف ومجلس وصالة وحمامين 
البيع ٢ مليون 
ل...   حي الياسمين - الرياض","قبل 3 ساعة"
"فيلا للبيع في شارع عبدالعزيز بن حسين المعشوق ، حي النخيل ، الرياض ، الرياض","9,000,000 ريال","6","5","1525 م²","فيلا للبيع في شارع عبدالعزيز بن حسين المعشوق ، حي النخيل ، الرياض ، الرياضقبل ساعتين9,000,000 ريال1525 م²5 6 للبيع قصر مستخدم 
حي النخيل الغربي.
المساحة ١٥٢٥م 
شارع ٣٠غربي
عمر العقار ٧سنوات 
المواصفات..
ارضيات رخام.. تكييف مخفي..مسبح مصعد ..
ملاحق خارجية.. مسطحات خضراء.
الدور الارضي استقبال بالكامل..
مجلس رجال صالة طعام صالة عائلية كبيرة.مطبخ مستودع . غرفه ...   حي النخيل - الرياض","قبل ساعتين"
"فيلا للبيع في شارع البركة ، حي الفلاح ، الرياض ، الرياض","4,500,000 ريال","5","5","810 م²","فيلا للبيع في شارع البركة ، حي الفلاح ، الرياض ، الرياضقبل 7 ساعة4,500,000 ريال810 م²5 5 https://goo.gl/maps/zGmhdFwCRrsjomvDA
للبيع فيلا بناء شخصي شغل خاص موقع ممتاز الدور الارضي
مساحة ٨١٠م شارع ٢٠ شمالي ٢٠ غربي درج بالصالة مجلس رجال مجلس نساء مقلط صالة حديقة غرفة حارس ملحق خارجي مسبح مصعد مطبخ حوش 
قبوة وسيع 
الدور الأول ٧ غرف نوم صال...   حي الفلاح - الرياض","قبل 7 ساعة"
"فيلا للبيع في شارع الحباري ، حي المصيف ، الرياض ، الرياض","1,800,000 ريال","4","5","525 م²","فيلا للبيع في شارع الحباري ، حي المصيف ، الرياض ، الرياضقبل 7 دقيقة1,800,000 ريال525 م²5 4 للبيع فيلا سكنيه 
في حي المصيف 
عباره عن دور وشقتين 
مساحه ٥٢٥ متر 
وجهه غربيه شارع ١٠غربي
العمر ١٠سنوات 
الدور الارضي 
مدخل سياره وغرفه سايق وملحق ومجلس ومقلد وصاله و٣ غرفه نوم ومطبخ و٣دورات مياه
الشقق ،،،،،
شقه ٤ غرف وصاله ومطبخ ودورات مياه 
وشقه ،...   حي المصيف - الرياض","قبل 7 دقيقة"
"فيلا للبيع في حي النرجس ، الرياض ، الرياض","2,000,000 ريال","1","5","312 م²","فيلا للبيع في حي النرجس ، الرياض ، الرياضقبل 5 دقيقة2,000,000 ريال312 م²5 1 للبيع ڤيلا في حي النرجس مساحة ٣١٢،٥جنوب طريق الملك سلمان شارع٢٠ شمالي،درج صاله مع شقه في السطح شغل مودرن تشطيب سوبر ديلوكس ، بناء شخصي بإشراف هندسي مرفق بشهادة هندسية  من مكتب هندسي  على جميع المراحل ،يتكون الدور الارضي من مجلس ومقلط وصاله ومطبخين دا...   حي النرجس - الرياض","قبل 5 دقيقة"
"فيلا للبيع في حي الياسمين ، الرياض ، الرياض","2,000,000 ريال","5","3","395 م²","فيلا للبيع في حي الياسمين ، الرياض ، الرياضقبل 13 دقيقة2,000,000 ريال395 م²3 5 للبيع فيلا في الياسمين 
مستخدمه ١٠ سنوات بحاله جيده 
مساحه ٣٩٥
شماليه شارع ١٥
مواصفات الفيلا
الدور الأرضي استقبال بالكامل 
مدخل سياره وغرفة سائق و مجلس ومقلط وصالة ومحوش ومطبخ
الدور الاول 
٥ غرف نوم 
السطح غرفة شغاله وغسيل
البيع 2000000 عفوا مو...   حي الياسمين - الرياض","قبل 13 دقيقة"
"فيلا للبيع في حي العارض ، الرياض ، الرياض","1,500,000 ريال","5","3","272 م²","فيلا للبيع في حي العارض ، الرياض ، الرياضقبل ساعتين1,500,000 ريال272 م²3 5 فيلا درج صاله مع شقه  بحي العارض 
مساحه ٢٧٢م
شارع م جنوبى 
الفيلا عباره ملحق خارجي ومجلس رجال ومجلس نساء و مقلط و صاله كبيره ومطبخ مع مستودع  وعرفه كبار السن 
الدور الأول اربع غرف نوم ماستر 
الفيلا مؤسس فيها مصعد وحديق مع 
 عليها ضمانات وإشراف هندسي ...   حي العارض - الرياض","قبل ساعتين"
"فيلا للبيع في شارع المجامين ، حي الملقا ، الرياض ، الرياض","4,500,000 ريال","5","5","600 م²","فيلا للبيع في شارع المجامين ، حي الملقا ، الرياض ، الرياضقبل ساعة4,500,000 ريال600 م²5 5 فيلا مساحه ٦٠٠م
رياض الخزامى 
شارع ٢٥ جنوبي 
المواصفات 
درج صاله 
٥ أجنحه غرف نوم 
تكيف مركزي راكب 
مصعد راكب + مسبح 
أرضيات رخام 
غرف سواق وخادمه 
والسطح صاله كبيره وغرفه اضافيه ودوره مياه وجناح للشغاله وغرفه غسيل ودوره مياه وملحق امأمي كبير وملحق ...   حي الملقا - الرياض","قبل ساعة"
"فيلا للبيع في شارع جبل الصابح ، حي النخيل ، الرياض ، الرياض","8,000,000 ريال","5","1","1200 م²","فيلا للبيع في شارع جبل الصابح ، حي النخيل ، الرياض ، الرياضقبل ساعة8,000,000 ريال1200 م²1 5 قصر  للبيع (مستخدم 6سنوات)
الحي :النخيل الغربي 
الوجهة 15شرقي 25جنوبي
المساحة:1200 متر على شارعين 
مجلس رجال - دورة مياة - مغاسل 
مجلس نساء - دورة مياة - مغاسل 
صالة مفتوحة 
جناح كبار السن 
مطبخ داخلي و خارجي -مخزن 
ملاحق خارجية -اوفيس- دورة مياة - م...   حي النخيل - الرياض","قبل ساعة"
"فيلا للبيع في حي القيروان ، الرياض ، الرياض","3,000,000 ريال","4","2","525 م²","فيلا للبيع في حي القيروان ، الرياض ، الرياضقبل ساعة3,000,000 ريال525 م²2 4 للبيع فلتين حي القيروان 
مساحتها كل فيلا ٥٢٥م
شماليه شارع ٢٠م
التفاصيل 
الدور الاراضي 
مجلس وصاله ومقلط ومجلس نساء 
مسبح و مصعد وملحق خارجي 
الدور الاول ٤اجنحه و ٤دورات مياه وصاله كبيره 
الدور الثاني 
جناح خاص وصاله العاب وغرفه كبيره 
السعر ٣ملي...   حي القيروان - الرياض","قبل ساعة"
"فيلا للبيع في حي النرجس ، الرياض ، الرياض","1,590,000 ريال","5","5","300 م²","فيلا للبيع في حي النرجس ، الرياض ، الرياضقبل 4 ساعة1,590,000 ريال300 م²5 5 للباحثين عن الشغل المودرن
 للبيع فيلتين دوبلكس درج صالة فقط حي النرجس شمال الملك سلمان 
مساحة 300 متر
شارع 15 جنوبي
شغل مودرن  
أرضيات رخام   
المواصفات
غرفة سائق 
مدخل سيارة
الدور الارضي 
مجلس رجال 
مقلط 
صالة 
دورتين مياة 
مطبخ + مستودع 
مؤسس مصعد ...   حي النرجس - الرياض","قبل 4 ساعة"
"فيلا للبيع في حي النرجس ، الرياض ، الرياض","1,800,000 ريال","5","5","356 م²","فيلا للبيع في حي النرجس ، الرياض ، الرياضقبل ساعة1,800,000 ريال356 م²5 5 تم الحجز
نستقبل الطلبات والعروض المباشر   حي النرجس - الرياض","قبل ساعة"
"فيلا للبيع في شارع العليا ، حي الغدير ، الرياض ، الرياض","30,000,000 ريال","5","5","3350 م²","فيلا للبيع في شارع العليا ، حي الغدير ، الرياض ، الرياضقبل 7 ساعة30,000,000 ريال3350 م²5 5 للبيع قصر فاخر
حي راقي جدا 
بحي الغدير مساحه 
٣٥٥٠م راس بلك 
جنوبي شوارع 
٣٠غربي ٢٥م جنوبي
٢٠شرقي يتكون
من مواقف سيارات
وحوش وحديقه 
وقبو ومسبح 
وملحق رجال مع مطبخ
ومجلس رجال مع 
غرف نوم لضيافه 
ببلكونات
القبو بمساحه كبيره
ومجلس لنساء 
مع غرف ضيافه 
...   حي الغدير - الرياض","قبل 7 ساعة"
"فيلا للبيع في حي النرجس ، الرياض ، الرياض","1,500,000 ريال","5","5","260 م²","فيلا للبيع في حي النرجس ، الرياض ، الرياضقبل ساعة1,500,000 ريال260 م²5 5 للبيع ٦فلل درج بالصاله دبلكس رياض النرجس 
مساحه ٢٦٠م
شارع ٢٠جنوبي 
السعر مليون ٥٠٠
الفلل تتكون من تحت إستقبال 
غرفه سواق ومجلس 
ومقلط وصاله ومطبخ
وموسس مصعد وملحق
ومدخل سياره 
الدور الثاني 
اربع غرف نوم وصاله 
السطح غرفه شغاله 
وغرفه للغسيل 
وصاله ري...   حي النرجس - الرياض","قبل ساعة"
"فيلا للبيع في شارع رقم 384 ، حي النرجس ، الرياض ، الرياض","1,450,000 ريال","4","4","225 م²","فيلا للبيع في شارع رقم 384 ، حي النرجس ، الرياض ، الرياضقبل 5 ساعة1,450,000 ريال225 م²4 4 : للبيع ٤ فيلل درج صاله 
مساحه كل فيلا ٢٢٥م 
حي النرجس الكيلو الثاني الشرقي 
شارع ١٥ شرقي 
المواصفات 
الارضي 
غرفه سائق مدخل سياره مجلس رجال مقلط صاله مجلس نساء مطبخ 
مؤسس مصعد 
العلوي 
٤ غرف نوم وصاله 
السطح
[١ السطح غرفه نوم وصاله وغرفه غسيل وغرفه ...   حي النرجس - الرياض","قبل 5 ساعة"
"فيلا للبيع في شارع الهجرة ، حي الصحافة ، الرياض ، الرياض","2,600,000 ريال","4","3","325 م²","فيلا للبيع في شارع الهجرة ، حي الصحافة ، الرياض ، الرياضقبل 53 دقيقة2,600,000 ريال325 م²3 4 فيلا 
بناء شخصي خاص جدا  وباشراف هندسي القيام بجميع الاعمال حسب الاصول الصحيحه من اعمال الدفن ع طبقات واعمال العزل والخرسانه من شركة ستار والحديد سابك والبلك الخارجي بركاني معزول جفالي  وغيرها الكثير موثقه بالصور والفيديو
الدور الارضي
يوجد مدخل سياره...   حي الصحافة - الرياض","قبل 53 دقيقة"
"فيلا للبيع في حي حطين ، الرياض ، الرياض","10,000,000 ريال","7","5","975 م²","فيلا للبيع في حي حطين ، الرياض ، الرياضقبل 5 ساعة10,000,000 ريال975 م²5 7 نعتذر للوسطاء
( ( قصر للـــبيع ) )
الموقــع : حى الملقا 
درج فى الصاله راقيه حى امنى كله فلل كبيره
 
مصعد   - مسبح - ارضيات رخام - تكيف مركزى - ضمانات على الفيلا - صاله فى السطح - مسطحات خضراء - قبوه - مسطحات حضراء - شغل شخصي
 
المــساحـــــه : 975 م...   حي حطين - الرياض","قبل 5 ساعة"
"فيلا للبيع في طريق الأمير فيصل بن بندر بن عبدالعزيز ، حي النرجس ، الرياض ، الرياض","1,350,000 ريال","3","3","227 م²","فيلا للبيع في طريق الأمير فيصل بن بندر بن عبدالعزيز ، حي النرجس ، الرياض ، الرياضقبل 11 دقيقة1,350,000 ريال227 م²3 3 السلام عليكم ورحمة الله وبركاته
فيلًا دور +دور + شقه  في النرجس الكيلو الثاني الشرقي  مساحه 227/5   شارع 15 جنوبي 
 ضمانات ضمان سباكه ضمان كهرباء ضمان عوازل شهادة  أشراف مكتب هندسي.   السعر المطلوب 1350000. أولوية البيع كاش  في حال البيع بنك  يكتب عق...   حي النرجس - الرياض","قبل 11 دقيقة"
"فيلا للبيع في حي الملقا ، الرياض ، الرياض","3,500,000 ريال","5","5","450 م²","فيلا للبيع في حي الملقا ، الرياض ، الرياضقبل 5 ساعة3,500,000 ريال450 م²5 5 للباحثين عن الشغل الشخصى
للبيع فيلا حى الملقا 
درج صاله المساحه 450م
تتكون من ......
 بدروم ومسبح ومصعد الدورالارضى استقبال
 والدور الاول 5 اجنحه والسطح غرفة شغاله وملحق  وغرفة سائق  
شارع ٢٠ شرقى
السعر 3 مليون  و500  ألف   حي الملقا - الرياض","قبل 5 ساعة"
"فيلا للبيع في حي حطين ، الرياض ، الرياض","6,000,000 ريال","6","5","700 م²","فيلا للبيع في حي حطين ، الرياض ، الرياضقبل 5 ساعة6,000,000 ريال700 م²5 6 (( نعتذر الوسطاء ))
                   { فــيلا للـــبيع }
•• حــى : الملقا  ( السوليدير )
درج فـى صـــاله راقيه
•• المساحــة : 700 م
• الـشارع: 18 م جنوبي 
الفيلامع المالك
موقع ممتاز وحى راقي فلل كبيره وقصور
• ممــيزات فى الفيـــلا :
مصعد راكب - مسب...   حي حطين - الرياض","قبل 5 ساعة"
"فيلا للبيع في شارع الدوم ، حي التعاون ، الرياض ، الرياض","1,650,000 ريال","4","4","400 م²","فيلا للبيع في شارع الدوم ، حي التعاون ، الرياض ، الرياضقبل 4 ساعة1,650,000 ريال400 م²4 4 للبيع.  فيلا. مفصولة     دورين فقط.    المساحه.   ٤٠٠م.   حي التعاون.    غربيه شارع. ١٥.  كل دور خمس وصاله.  الدور الارضي فاضي عمرها ٢٠ سنه       السوم مليون و ٦٠٠ + الضريبه.   مباشره   حي التعاون - الرياض","قبل 4 ساعة"
"فيلا للبيع في شارع وادي الحمض ، حي الصحافة ، الرياض ، الرياض","2,350,000 ريال","4","4","384 م²","فيلا للبيع في شارع وادي الحمض ، حي الصحافة ، الرياض ، الرياضقبل ساعتين2,350,000 ريال384 م²4 4 للبيع ٤ فيلل درج صاله مع شقتين في حي الصحافه مربع ٣ منهم فيلا زاويه
المساحه لقل فيلا ٣٨٤م
جنوبيه شارع ١٥
والزاوية جنوبي شرقي
المواصفات الدور الارضي استقبال بالكامل
ومطبخ وصاله كبيره
و٣ غرف نوم
ومسس مصعد
الدور الاول
٢غرف نوم
وصاله 
والشقه 
مجلس و٣غر...   حي الصحافة - الرياض","قبل ساعتين"
"فيلا للبيع في حي الياسمين ، الرياض ، الرياض","2,000,000 ريال","4","5","330 م²","للبيع فلتين دبلكسات 
مساحات ٣٣٠م شماليات
شارع ٢٠م درج صاله 
حوش مجلس رجال 
ومقلط وصاله ومطبخ 
ومسبح ومستودع 
ومصعد فوق الدور 
الأول ٤غرف نوم 
السطح غرفه شغاله
 ومكان للغسيل 
يوجد ضمانات 
كامله عليهم 
٢مليون ريال
لكل فيلا 
الموقع غير دقيق","قبل 7 ساعة"
"فيلا للبيع في حي الياسمين ، الرياض ، الرياض","2,500,000 ريال","4","4","362 م²","للبيع مودرن فاخره درج بالصالة 
حي الياسمين 
المساحه 362م 
الشارع 15م جنوبي 
السعر 2مليون و500الف
المواصفات 
مدخل سياره وغرفه سائق  ومجلس ومقلط وصاله ومطبخ ومصعد 
الدور الأول 4غرف نوم وصاله و3دورات مياه
الدور العلوي غرفه خادمه وغرفه غسيل وصاله  العاب ...","قبل 34 دقيقة"
"فيلا للبيع في شارع انس بن مالك ، حي الملقا ، الرياض ، الرياض","4,200,000 ريال","5","5","500 م²","للبيع فلتين بحي الملقا 
٥٠٠م لكل فيلا شماليات
شارع٢٠م درج صاله 
محلق خارجي مجلس رجال 
ومجلس نساء نظام مفتوح 
ومقلط وصاله ومطبخ 
تكيف مخفي ومصعد ،،،،
مسبح ومطبخ فوق،،، ،،،  
الدور الأول ٥غرف نوم وصاله
السطح غرفه شغاله
 ومكان للغسيل البيع 
٤مليون ٢٠٠حد...","قبل 7 ساعة"
"فيلا للبيع في شارع المجامين ، حي الملقا ، الرياض ، الرياض","4,800,000 ريال","5","5","615 م²","للبيع فيلا فاخرة...
في حي رياض إلخزامي...
شغل Vip..
مساحة ٦١٥م..
شارع ٢٨شرقي....
موصفات الفيلا دارج بالصالة..
الدور الارضي عبارة عن مدخل سيارة. مجلس رجال مجلس نساء مقلط صالة تكيف مركزي.
مسبح مصعد.. ☀️
الدور الأول عبارة عن ٦اجنحة نوم.. +صالة...
السطح ...","قبل 3 ساعة"
"فيلا للبيع في حي النرجس ، الرياض ، الرياض","1,750,000 ريال","4","4","300 م²","للبيع فيلا مساحة ٣٠٠ درج داخلي وشقة حي النرجس جنوب طريق الملك سلمان مواصفات الفيلا مدخل سياره وغرفة سايق ومجلس وصالة ومقلط ومطبخ ومجلس نساء الدور الأول ٤غرف نوم وصالة السطح غرفة شغالة الشقة غرفتين نوم ومجلس وصالة ومطبخ شارع ١٥ شمالي تحت التشطيب النها...","قبل 4 ساعة"
"فيلا للبيع في حي القيروان ، الرياض ، الرياض","2,000,000 ريال","4","3","405 م²","للبيع  فيلا درج صاله مع شقتين.  حي القيروان.   مساحه. ٤٠٥م.   جنوبيه شارع ٢٠.  مواصفات.  مجلس رجال. مقلط. مجلس نساء.   مطبخ. حديقة.   غرف سائق.   الدور الاول.  ثلاث غرف نوم. صاله.   شقق. ثلاث غرف وصاله ومطبخ.    سوم ٢مليون و ٢٠٠","قبل ساعة"
"فيلا للبيع في حي الياسمين ، الرياض ، الرياض","2,350,000 ريال","4","4","320 م²","فيلا  دبلكس بحي الياسمين مسحهات ٣٢٠ متر شارع ١٥ شمال مواصفات الدور الارضي حوش مجلس ومقلط وصالة
وقبو يوجد مسبح وغرفه وصاله ومطبخ
يوجد مؤسس مصعد
الدور الاول ٤غرف
السطح غرفة وجلسه
السعر ٢مليون ٣٥٠لف 
ظمنات على السباكه والكهرباء 
والعزل الحراري","الان"
"فيلا للبيع في حي النرجس ، الرياض ، الرياض","3,500,000 ريال","4","5","500 م²","للبيـع فيلا درج صاله وشقتين
 بحـي النرجس الاول 
جنوب طريـق انس ابن مالك وغرب طريـق عثمان بن عفان
المسـاحـه 500 م جنوبيه 
درج صالة + شقتين+مصعد+ مسبح بالسطح + مسبح في الدور الارضي 
مع شلالات ومنطقة للشواء
+صالة سنيما+ ملحق خارجي
            الفيلا...","قبل 3 ساعة"
"فيلا للبيع في شارع حمام الانف ، حي العقيق ، الرياض ، الرياض","1,750,000 ريال","5","5","312 م²","‎فيلا بحي العقيق
‎مساحه 312.5
‎الواجهه شرقيه شارع 20 
‎الدور الارضي 
‎مجلس ومقلط ومشب+غرفه سائق
‎عدد 2 صاله ومطبخ ودورتين مياه وغرفه خادمه+مستودع
‎الدور الثاني
اربعه غرف نوم رئيسيه+3 دورات مياه وصاله كبيره
‎ملحق اضافي غرفتين نوم وصاله ومطبخ+دوره ...","قبل ساعتين"
"فيلا للبيع في شارع رقم 336 ، حي الملقا ، الرياض ، الرياض","3,100,000 ريال","4","5","450 م²","( فــيلا للـبـيع) 
الحــي••• المـلقـا 
نظــام ـــ درج فـى الـــصالــة 
         ☆مـصعد  •تــكيـف مركـزي • أرضـيات رخـام• ☆
1ــ الــدور الارضــي 
•مجـلــس•مـقلـــط.صــالــه•مجلـــس نـــساء•مـطــبـخ.حــوش.
2 ـــ الــدورالـعـلـــوي:
5 غــرف نـــو...","قبل ساعتين"
"فيلا للبيع في حي الملقا ، الرياض ، الرياض","3,500,000 ريال","4","4","455 م²","للبيع فيلا درج صاله مع شقه وقبو
حي رياض الخزامي المنطقة المرتفعه
شرقيه شارع ٢٥
المساحه ٤٥٥م
المواصفات الدور الارضي استقبال بالكامل
وقبو ومسبح ومصعد
الدور الاول
٤ اجنحه نوم
السطح
الشقه غرفتين وصاله كبيره ومجلس ومدخل خاص للشقه
السوم ٣مليون ٥٠٠","قبل ساعتين"
"فيلا للبيع في شارع الأطراف ، حي الملقا ، الرياض ، الرياض","4,800,000 ريال","5","5","600 م²","","قبل 5 ساعة"
"فيلا للبيع في حي الملقا ، الرياض ، الرياض","5,500,000 ريال","5","5","735 م²","فلتين بحي حطين تشطيب فاخر
        شارع عرض 28 شرقي
♦️مساحه الفلل 735 م
و 700 م
♦️العظم كامل بإشراف مكتب هندسي معتمد مع تصوير كامل مراحل البناء
خزان ارضي بمساحه 4*6 بعمق 3.5 متر
♦️الدور الارضي استقبال مع صاله كبيره مطله بزجاج سكريت عالمسبح والحديقه...","قبل ساعة"
"فيلا للبيع في حي الملقا ، الرياض ، الرياض","4,500,000 ريال","5","3","600 م²","للباحثين عن الشغل المودرن بأرقي حي حطين درجة صالة 
مساحة 600  متر
شارع 28 جنوبيه
المواصفات ---------------
غرفة سائق 
مدخل سيارة   
ملحك خارجي 
حوش كبير
مصعد
مسبح 
حديقه 
مكيفات مخفي
الدور الارضي 
مجلس رجال 
مجلس نساء 
مقلط 
عرفت كبار السن
صالة 
مط...","قبل 4 ساعة"
"فيلا للبيع في حي الملقا ، الرياض ، الرياض","4,600,000 ريال","5","5","600 م²","🏣🌹للبيع فيلا درج صاله في حطين النموذجي الواجهه جنوبي ٢٥م🌹 مواصفات الفيلا الدور الارضي مكون مدخل سياره غرفه سائق وملحق خارجي ومجلس رجال ومجلس نساء ومقلط وصاله ومطبخ ودورتن مياه مصعد مسبح وحديقة🌹🌹
🏣🌹والدور الاول 5 اجنحه نوم وصالة كبير وحديقة
...","قبل 7 ساعة"
"فيلا للبيع في حي المحمدية ، الرياض ، الرياض","1,680,000 ريال","5","5","494 م²","فله درج بالصالة حي المحمدية. الشرقية  زاوية-----
 شوارع ١٢م و١٠م 
قديمة قيمه ارض 
 عرض الشارع الغربي ١٢م 
 عرض الفيلا علي الشارع الشمالي ١٠
أطوال 19م في 26م 
 والخدمات كافة 
موقع غير دقيق","قبل 7 ساعة"
"فيلا للبيع في شارع وادي نعام ، حي الملقا ، الرياض ، الرياض","2,400,000 ريال","4","4","316 م²","فيلا رياض الخزامى مسحهات ٣١٦ متر شارع ١٥ شمال مواصفات الدور الارضي مجلس مقلط اصاله مجلس نساء ارضيات رخام مطبخ مصعد تكييف مخفي غرفه سائق مدخل سياره حوش الدور الاول ٤ غرف نوم اصاله ٥ادوار ميا السطح غرفه شغاله غرفه غسيل السعر 2 مليون و ٤٠٠لف ضمانات على ...","قبل دقيقة"
"فيلا للبيع في شارع الغسق ، حي الربيع ، الرياض ، الرياض","1,900,000 ريال","4","4","450 م²","للبيع فيلا في حي الربيع .
مساحه ٤٥٠ متر
عباره عن درج صاله 
الوجهه شماليه 
شارع ١٥شمالي 
العمر ١٢سنه
مواصفاتها 🔵🔵🔵🔵
مدخل سياره ،،،،،،غرفه سائق، ،،،،،وملحق،،،،وحوش،،،،مجلس رجالي ومجلس نساء،مقلد ،،،وصاله ،،، ومطبخ ،،،٣دورات مياه
الدور الأول علوي🟠🟠...","قبل 7 دقيقة"
"فيلا للبيع في شارع الأطراف ، حي الملقا ، الرياض ، الرياض","14,000,000 ريال","5","5","3150 م²","للبيع قصر عظم مساحتها ٣١٥٠
 زاويه شارع ٢٠ جنوبي و٢٥ غربي. في الملقا . 
حي راقي جداً.
المكونات 🌹🌹👇👇
: مسبح+ مصعد +قبو
+مدخل 🚗
 غرفة حارس 
وحوش كبير ملحق خارجي
 ٦ اجنحه نوم وصالة
 جميع التفاصيل موجوده
سوم 14مليون 
الموقع غيردقيق الرجاءالاتصال 0540...","قبل ساعة"
"فيلا للبيع في حي الملقا ، الرياض ، الرياض","2,800,000 ريال","4","4","411 م²","للبيع فيلا درج صاله
في حي رياض الخزامي
بناء شخصى شغل مودرن تشطيبات فاخرة 
مساحه ٤١١م
شارع ١٥م جنوبي 
المواصفات الدور الأرضي 
مدخل سياره غرف حارس مجلس رجال ومجلس نساء ومقلط وومطبخ مفتووووح 
وغرفه كبار سن ومصعد
الدور الأول ٥ أجنحه نوم وصاله 
كل غرفه بح...","قبل ساعتين"
"فيلا للبيع في شارع 168 ، حي الملقا ، الرياض ، الرياض","5,000,000 ريال","5","4","700 م²","فيلا للبيع في شارع 168 ، حي الملقا ، الرياض ، الرياضقبل 3 ساعة5,000,000 ريال700 م²4 5 للبيع ٤ فلل في الملقا
مخطط تلال حطين
فيلا ٧٠٠ متر ٣ فلل ٧٥٠ متر 
شارع ٢٥ غربيه 
موصفات الفلل الدور
الأرضي استقبال بالكامل مجلس
 رجال ومجلس نساء وصالة
 طعام وصالة عائلية كبيرة
 ومطبخ ومسبح ومصعد وتكيف
 مخفي ارضيات رخام كريم
 مارفل فرز اول 
ال...   حي الملقا - الرياض","قبل 3 ساعة"
"فيلا للبيع في شارع فرسان ، حي المحمدية ، الرياض ، الرياض","5,000,000 ريال","5","5","1020 م²","فيلا للبيع في شارع فرسان ، حي المحمدية ، الرياض ، الرياضقبل 34 دقيقة5,000,000 ريال1020 م²5 5 للبيع فيلا فاخره مودرن درج بالصالة
حي المحمديه
المساحه 1020م
الاطوال 34م في 30م
الشارع 20م غربى
السعر 5 مليون
مدخل سيارة و غرفه سائق وملحق خارجى كبير ٧في ٦
ومجلسين رجال مفتوحين علي بعض  و مقلط وصاله كبيره ومطبخين مطبخ داخلي ومطبخ خارجي ومستودع ومجلس ...   حي المحمدية - الرياض","قبل 34 دقيقة"
